date,store_id,product_category,product_name,units_sold,unit_price,customer_type,revenue
2025-03-12,S102,Clothing,Hoodie,13,333,Loyalty,4329
2025-03-12,S104,Electronics,Headphones,7,866,Loyalty,6062
2025-03-12,S102,Grocery,Rice,4,3194,Loyalty,12776
2025-03-12,S101,Clothing,Jeans,10,419,Loyalty,4190
2025-03-12,S103,Clothing,Jeans,20,3628,Loyalty,72560
2025-03-12,S104,Grocery,Rice,15,3392,Regular,50880
2025-03-12,S101,Electronics,Keyboard,19,1321,Regular,25099
2025-03-12,S101,Electronics,Keyboard,9,2267,Regular,20403
2025-03-13,S101,Electronics,Smart Watch,21,200,Loyalty,4200
2025-03-13,S101,Grocery,Eggs,14,118,Loyalty,1652
2025-03-13,S103,Clothing,Hoodie,18,3060,Regular,55080
2025-03-13,S103,Clothing,T-Shirt,16,387,Regular,6192
2025-03-13,S102,Grocery,Milk,6,2736,Loyalty,16416
2025-03-13,S105,Grocery,Bread,24,3807,Loyalty,91368
2025-03-13,S101,Clothing,Jeans,23,1961,Loyalty,45103
2025-03-13,S103,Clothing,Hoodie,14,539,Loyalty,7546
2025-03-13,S103,Electronics,Headphones,7,1442,Regular,10094
2025-03-13,S105,Electronics,Mouse,9,1923,Regular,17307
2025-03-13,S102,Grocery,Rice,11,2220,Regular,24420
2025-03-13,S104,Clothing,Jeans,18,3373,Loyalty,60714
2025-03-14,S104,Electronics,Keyboard,18,3987,Loyalty,71766
2025-03-14,S103,Clothing,Hoodie,13,2869,Regular,37297
2025-03-14,S103,Grocery,Rice,22,2185,Regular,48070
2025-03-14,S103,Grocery,Rice,14,3031,Regular,42434
2025-03-14,S105,Electronics,Headphones,16,974,Loyalty,15584
2025-03-14,S104,Electronics,Mouse,21,291,Loyalty,6111
2025-03-14,S104,Grocery,Rice,19,852,Regular,16188
2025-03-14,S104,Electronics,Headphones,12,3565,Loyalty,42780
2025-03-14,S101,Clothing,Jacket,21,110,Loyalty,2310
2025-03-14,S101,Clothing,Hoodie,13,1384,Regular,17992
2025-03-14,S105,Grocery,Eggs,4,671,Regular,2684
2025-03-14,S102,Electronics,Mouse,7,2945,Loyalty,20615
2025-03-15,S105,Electronics,Headphones,9,1079,Loyalty,9711
2025-03-15,S101,Electronics,Keyboard,22,2358,Regular,51876
2025-03-15,S104,Grocery,Rice,23,2511,Loyalty,57753
2025-03-15,S101,Grocery,Milk,15,1750,Loyalty,26250
2025-03-15,S104,Electronics,Smart Watch,15,1697,Loyalty,25455
2025-03-15,S105,Electronics,Headphones,2,534,Regular,1068
2025-03-15,S101,Clothing,Jeans,17,687,Loyalty,11679
2025-03-15,S102,Clothing,Jacket,10,2080,Regular,20800
2025-03-15,S102,Grocery,Eggs,9,1307,Regular,11763
2025-03-15,S103,Grocery,Milk,22,3503,Regular,77066
2025-03-15,S101,Grocery,Rice,15,3410,Regular,51150
2025-03-15,S103,Electronics,Keyboard,10,2009,Loyalty,20090
2025-03-16,S105,Clothing,T-Shirt,18,1427,Loyalty,25686
2025-03-16,S101,Electronics,Mouse,2,142,Regular,284
2025-03-16,S101,Grocery,Rice,21,881,Loyalty,18501
2025-03-16,S102,Electronics,Keyboard,17,120,Loyalty,2040
2025-03-16,S101,Electronics,Mouse,3,1080,Regular,3240
2025-03-16,S105,Electronics,Keyboard,1,1826,Regular,1826
2025-03-16,S101,Electronics,Keyboard,3,3328,Loyalty,9984
2025-03-16,S102,Electronics,Keyboard,16,2122,Regular,33952
2025-03-16,S101,Electronics,Smart Watch,22,2433,Loyalty,53526
2025-03-16,S103,Grocery,Eggs,22,3866,Loyalty,85052
2025-03-16,S103,Clothing,T-Shirt,19,1011,Loyalty,19209
2025-03-16,S103,Electronics,Keyboard,11,3814,Regular,41954
2025-03-17,S102,Clothing,T-Shirt,19,433,Regular,8227
2025-03-17,S104,Clothing,Hoodie,15,2282,Regular,34230
2025-03-17,S104,Grocery,Eggs,17,734,Regular,12478
2025-03-17,S105,Clothing,T-Shirt,22,2432,Regular,53504
2025-03-17,S102,Electronics,Keyboard,3,1924,Loyalty,5772
2025-03-17,S103,Clothing,Jeans,23,2671,Regular,61433
2025-03-17,S104,Grocery,Eggs,11,3243,Loyalty,35673
2025-03-17,S103,Grocery,Eggs,11,947,Regular,10417
2025-03-17,S104,Electronics,Headphones,2,2414,Regular,4828
2025-03-17,S101,Grocery,Eggs,4,1209,Loyalty,4836
2025-03-17,S105,Clothing,Jeans,16,3550,Regular,56800
2025-03-17,S102,Grocery,Eggs,20,3842,Loyalty,76840
2025-03-18,S104,Electronics,Keyboard,7,3213,Loyalty,22491
2025-03-18,S105,Grocery,Eggs,17,3521,Loyalty,59857
2025-03-18,S105,Grocery,Bread,4,539,Loyalty,2156
2025-03-18,S102,Electronics,Mouse,12,1755,Loyalty,21060
2025-03-18,S103,Electronics,Keyboard,8,3358,Loyalty,26864
2025-03-18,S104,Clothing,Jeans,10,2397,Loyalty,23970
2025-03-18,S101,Grocery,Eggs,2,3299,Regular,6598
2025-03-18,S102,Grocery,Milk,17,433,Regular,7361
2025-03-18,S103,Clothing,T-Shirt,6,3343,Loyalty,20058
2025-03-18,S105,Electronics,Mouse,21,3499,Regular,73479
2025-03-18,S104,Electronics,Keyboard,7,3911,Regular,27377
2025-03-18,S104,Grocery,Rice,23,2984,Regular,68632
2025-03-19,S104,Clothing,T-Shirt,12,210,Regular,2520
2025-03-19,S105,Electronics,Headphones,21,657,Loyalty,13797
2025-03-19,S104,Grocery,Rice,24,1887,Regular,45288
2025-03-19,S103,Clothing,T-Shirt,24,3865,Loyalty,92760
2025-03-19,S105,Electronics,Keyboard,6,1987,Regular,11922
2025-03-19,S105,Grocery,Rice,6,2785,Loyalty,16710
2025-03-19,S103,Grocery,Rice,10,1524,Loyalty,15240
2025-03-19,S105,Grocery,Bread,13,1954,Loyalty,25402
2025-03-19,S105,Grocery,Bread,19,999,Loyalty,18981
2025-03-19,S104,Clothing,Jacket,16,2598,Loyalty,41568
2025-03-19,S102,Clothing,Jeans,17,1041,Regular,17697
2025-03-19,S103,Grocery,Bread,3,564,Regular,1692
2025-03-20,S105,Electronics,Headphones,10,388,Loyalty,3880
2025-03-20,S103,Electronics,Headphones,11,3571,Regular,39281
2025-03-20,S101,Electronics,Keyboard,20,3169,Loyalty,63380
2025-03-20,S103,Grocery,Eggs,14,1043,Loyalty,14602
2025-03-20,S103,Electronics,Keyboard,5,3684,Loyalty,18420
2025-03-20,S101,Clothing,Hoodie,10,3589,Regular,35890
2025-03-20,S103,Electronics,Mouse,11,2286,Regular,25146
2025-03-20,S102,Grocery,Bread,24,2568,Loyalty,61632
2025-03-20,S105,Electronics,Smart Watch,23,1498,Loyalty,34454
2025-03-20,S101,Grocery,Rice,22,2555,Regular,56210
2025-03-20,S104,Grocery,Rice,1,1728,Regular,1728
2025-03-20,S102,Clothing,Jeans,15,2818,Loyalty,42270
2025-03-21,S102,Clothing,Jeans,20,483,Regular,9660
2025-03-21,S103,Electronics,Keyboard,11,256,Regular,2816
2025-03-21,S103,Clothing,Hoodie,24,139,Regular,3336
2025-03-21,S102,Electronics,Headphones,5,994,Regular,4970
2025-03-21,S102,Clothing,Hoodie,11,2973,Regular,32703
2025-03-21,S104,Grocery,Milk,8,1102,Regular,8816
2025-03-21,S101,Clothing,Jeans,20,677,Loyalty,13540
2025-03-21,S103,Clothing,Jeans,7,1025,Loyalty,7175
2025-03-21,S103,Grocery,Bread,21,3336,Regular,70056
2025-03-21,S103,Grocery,Rice,19,2309,Loyalty,43871
2025-03-21,S101,Clothing,T-Shirt,8,1280,Loyalty,10240
2025-03-21,S104,Electronics,Mouse,7,1382,Loyalty,9674
2025-03-22,S102,Electronics,Headphones,19,543,Loyalty,10317
2025-03-22,S104,Clothing,Jeans,2,812,Regular,1624
2025-03-22,S102,Clothing,Jeans,20,832,Loyalty,16640
2025-03-22,S101,Grocery,Rice,8,633,Regular,5064
2025-03-22,S103,Grocery,Eggs,14,241,Regular,3374
2025-03-22,S104,Electronics,Mouse,10,88,Regular,880
2025-03-22,S105,Electronics,Smart Watch,13,85,Loyalty,1105
2025-03-22,S104,Clothing,Jeans,18,2033,Regular,36594
2025-03-22,S102,Grocery,Eggs,23,60,Regular,1380
2025-03-22,S105,Clothing,Hoodie,6,1339,Regular,8034
2025-03-22,S103,Clothing,Hoodie,12,3233,Regular,38796
2025-03-22,S101,Clothing,Jacket,1,3368,Loyalty,3368
2025-03-23,S101,Grocery,Milk,23,2203,Loyalty,50669
2025-03-23,S105,Clothing,T-Shirt,16,579,Loyalty,9264
2025-03-23,S102,Electronics,Keyboard,15,2048,Loyalty,30720
2025-03-23,S105,Grocery,Bread,17,3153,Loyalty,53601
2025-03-23,S105,Clothing,Jacket,18,894,Regular,16092
2025-03-23,S104,Electronics,Keyboard,12,3159,Loyalty,37908
2025-03-23,S103,Grocery,Rice,16,3139,Regular,50224
2025-03-23,S104,Grocery,Bread,8,1982,Loyalty,15856
2025-03-23,S105,Electronics,Headphones,6,1028,Loyalty,6168
2025-03-23,S102,Electronics,Smart Watch,14,1680,Regular,23520
2025-03-23,S101,Grocery,Eggs,13,1745,Loyalty,22685
2025-03-23,S104,Clothing,Jacket,21,1807,Loyalty,37947
2025-03-24,S102,Grocery,Rice,16,455,Regular,7280
2025-03-24,S101,Electronics,Mouse,6,1279,Regular,7674
2025-03-24,S103,Grocery,Milk,12,1250,Loyalty,15000
2025-03-24,S105,Grocery,Rice,20,3466,Loyalty,69320
2025-03-24,S105,Electronics,Keyboard,20,3608,Loyalty,72160
2025-03-24,S105,Clothing,Hoodie,13,2736,Regular,35568
2025-03-24,S104,Clothing,T-Shirt,20,2814,Loyalty,56280
2025-03-24,S101,Clothing,Hoodie,1,960,Loyalty,960
2025-03-24,S102,Electronics,Smart Watch,8,2083,Loyalty,16664
2025-03-24,S103,Electronics,Keyboard,15,2796,Loyalty,41940
2025-03-24,S101,Grocery,Rice,16,936,Regular,14976
2025-03-24,S101,Clothing,Jeans,7,62,Regular,434
2025-03-25,S102,Clothing,T-Shirt,13,1244,Loyalty,16172
2025-03-25,S101,Clothing,T-Shirt,8,1540,Regular,12320
2025-03-25,S104,Grocery,Rice,10,3485,Loyalty,34850
2025-03-25,S104,Electronics,Keyboard,1,1898,Regular,1898
2025-03-25,S101,Electronics,Mouse,12,2836,Loyalty,34032
2025-03-25,S101,Clothing,Hoodie,15,2237,Loyalty,33555
2025-03-25,S101,Electronics,Mouse,8,121,Loyalty,968
2025-03-25,S101,Clothing,Hoodie,11,3353,Regular,36883
2025-03-25,S103,Clothing,Jacket,7,3804,Loyalty,26628
2025-03-25,S102,Electronics,Headphones,21,3974,Regular,83454
2025-03-25,S102,Grocery,Eggs,6,542,Regular,3252
2025-03-25,S101,Grocery,Milk,17,276,Loyalty,4692
2025-03-26,S101,Grocery,Eggs,21,3236,Regular,67956
2025-03-26,S103,Grocery,Eggs,7,717,Loyalty,5019
2025-03-26,S103,Electronics,Mouse,24,1101,Regular,26424
2025-03-26,S105,Clothing,Jacket,19,3365,Regular,63935
2025-03-26,S101,Clothing,Jeans,11,3797,Regular,41767
2025-03-26,S102,Electronics,Smart Watch,17,3226,Regular,54842
2025-03-26,S103,Grocery,Eggs,3,1823,Regular,5469
2025-03-26,S101,Grocery,Eggs,10,259,Regular,2590
2025-03-26,S104,Electronics,Keyboard,8,521,Regular,4168
2025-03-26,S104,Clothing,Hoodie,9,416,Regular,3744
2025-03-26,S105,Grocery,Eggs,2,1652,Regular,3304
2025-03-26,S102,Clothing,Jeans,9,1355,Regular,12195
2025-03-27,S103,Clothing,Jacket,24,1078,Loyalty,25872
2025-03-27,S101,Clothing,Jacket,15,1236,Regular,18540
2025-03-27,S104,Electronics,Headphones,15,2259,Loyalty,33885
2025-03-27,S104,Grocery,Milk,12,1544,Regular,18528
2025-03-27,S101,Grocery,Eggs,22,3722,Regular,81884
2025-03-27,S102,Clothing,Jacket,21,1034,Regular,21714
2025-03-27,S105,Electronics,Smart Watch,1,933,Regular,933
2025-03-27,S102,Electronics,Keyboard,14,997,Loyalty,13958
2025-03-27,S105,Clothing,T-Shirt,24,938,Regular,22512
2025-03-27,S101,Electronics,Mouse,11,3233,Regular,35563
2025-03-27,S104,Grocery,Bread,18,710,Regular,12780
2025-03-27,S103,Grocery,Milk,8,3363,Regular,26904
2025-03-28,S101,Electronics,Smart Watch,8,2600,Loyalty,20800
2025-03-28,S105,Electronics,Smart Watch,13,1766,Loyalty,22958
2025-03-28,S103,Electronics,Smart Watch,13,919,Loyalty,11947
2025-03-28,S103,Electronics,Headphones,16,1587,Loyalty,25392
2025-03-28,S103,Grocery,Milk,12,893,Loyalty,10716
2025-03-28,S103,Clothing,T-Shirt,8,2032,Regular,16256
2025-03-28,S104,Electronics,Headphones,9,664,Loyalty,5976
2025-03-28,S102,Clothing,T-Shirt,23,2640,Regular,60720
2025-03-28,S101,Electronics,Smart Watch,23,327,Regular,7521
2025-03-28,S101,Electronics,Keyboard,1,810,Loyalty,810
2025-03-28,S102,Clothing,Jeans,21,1408,Loyalty,29568
2025-03-28,S103,Clothing,Jeans,13,1281,Regular,16653
2025-03-29,S101,Clothing,Jacket,17,2087,Regular,35479
2025-03-29,S101,Electronics,Headphones,16,639,Loyalty,10224
2025-03-29,S105,Clothing,Jacket,15,3943,Loyalty,59145
2025-03-29,S101,Grocery,Rice,21,1065,Loyalty,22365
2025-03-29,S102,Clothing,T-Shirt,17,456,Loyalty,7752
2025-03-29,S105,Clothing,Jeans,20,439,Regular,8780
2025-03-29,S102,Grocery,Eggs,18,1461,Loyalty,26298
2025-03-29,S105,Electronics,Mouse,7,2481,Regular,17367
2025-03-29,S103,Grocery,Bread,11,2848,Regular,31328
2025-03-29,S103,Grocery,Rice,19,1989,Regular,37791
2025-03-29,S102,Grocery,Eggs,16,2141,Regular,34256
2025-03-29,S101,Electronics,Headphones,7,2460,Regular,17220
2025-03-30,S104,Electronics,Keyboard,13,2923,Regular,37999
2025-03-30,S104,Clothing,T-Shirt,8,236,Regular,1888
2025-03-30,S105,Clothing,Hoodie,13,1267,Loyalty,16471
2025-03-30,S103,Grocery,Milk,9,3608,Loyalty,32472
2025-03-30,S104,Clothing,Hoodie,19,152,Regular,2888
2025-03-30,S103,Electronics,Headphones,10,3351,Regular,33510
2025-03-30,S105,Clothing,T-Shirt,7,2669,Regular,18683
2025-03-30,S105,Grocery,Milk,23,502,Regular,11546
2025-03-30,S102,Clothing,Hoodie,14,2717,Regular,38038
2025-03-30,S102,Electronics,Keyboard,18,3904,Regular,70272
2025-03-30,S101,Clothing,Hoodie,5,1275,Regular,6375
2025-03-30,S103,Clothing,Hoodie,3,3227,Loyalty,9681
2025-03-31,S104,Grocery,Rice,4,2946,Loyalty,11784
2025-03-31,S103,Grocery,Rice,22,1266,Regular,27852
2025-03-31,S103,Clothing,Hoodie,13,2860,Regular,37180
2025-03-31,S104,Grocery,Rice,12,648,Regular,7776
2025-03-31,S101,Electronics,Mouse,9,890,Loyalty,8010
2025-03-31,S105,Clothing,Jacket,15,1142,Loyalty,17130
2025-03-31,S101,Grocery,Milk,2,3358,Regular,6716
2025-03-31,S102,Grocery,Rice,14,3611,Loyalty,50554
2025-03-31,S101,Clothing,Jeans,14,3476,Regular,48664
2025-03-31,S103,Clothing,Jeans,11,1596,Loyalty,17556
2025-03-31,S105,Electronics,Mouse,7,2600,Loyalty,18200
2025-03-31,S102,Clothing,Hoodie,12,2218,Regular,26616
2025-04-01,S103,Clothing,Jeans,11,833,Loyalty,9163
2025-04-01,S103,Grocery,Milk,21,236,Regular,4956
2025-04-01,S104,Clothing,T-Shirt,11,480,Loyalty,5280
2025-04-01,S104,Clothing,Hoodie,13,1973,Loyalty,25649
2025-04-01,S102,Clothing,Jeans,15,2169,Loyalty,32535
2025-04-01,S104,Grocery,Bread,12,190,Regular,2280
2025-04-01,S105,Grocery,Rice,17,425,Regular,7225
2025-04-01,S105,Electronics,Smart Watch,16,2901,Regular,46416
2025-04-01,S104,Clothing,T-Shirt,5,975,Loyalty,4875
2025-04-01,S105,Clothing,Jeans,20,3245,Loyalty,64900
2025-04-01,S103,Electronics,Headphones,15,277,Loyalty,4155
2025-04-01,S103,Clothing,Hoodie,13,667,Loyalty,8671
2025-04-02,S104,Electronics,Keyboard,20,2378,Regular,47560
2025-04-02,S102,Grocery,Eggs,22,273,Regular,6006
2025-04-02,S104,Clothing,T-Shirt,13,1860,Loyalty,24180
2025-04-02,S103,Clothing,T-Shirt,22,2318,Regular,50996
2025-04-02,S104,Clothing,Hoodie,15,981,Loyalty,14715
2025-04-02,S103,Grocery,Bread,6,2679,Regular,16074
2025-04-02,S101,Grocery,Bread,20,1082,Regular,21640
2025-04-02,S105,Clothing,Jeans,20,1928,Regular,38560
2025-04-02,S102,Grocery,Rice,4,3086,Regular,12344
2025-04-02,S102,Clothing,T-Shirt,9,667,Loyalty,6003
2025-04-02,S103,Grocery,Eggs,10,2575,Loyalty,25750
2025-04-02,S105,Grocery,Rice,19,1680,Loyalty,31920
2025-04-03,S104,Clothing,Jacket,10,179,Regular,1790
2025-04-03,S105,Electronics,Smart Watch,11,3209,Loyalty,35299
2025-04-03,S105,Grocery,Bread,4,3448,Regular,13792
2025-04-03,S104,Grocery,Milk,17,3346,Loyalty,56882
2025-04-03,S104,Electronics,Keyboard,21,2715,Loyalty,57015
2025-04-03,S104,Clothing,Jeans,12,2628,Regular,31536
2025-04-03,S102,Grocery,Eggs,11,3452,Loyalty,37972
2025-04-03,S103,Grocery,Eggs,10,2892,Loyalty,28920
2025-04-03,S101,Clothing,Jeans,16,1971,Regular,31536
2025-04-03,S104,Clothing,Jeans,6,3917,Loyalty,23502
2025-04-03,S104,Electronics,Mouse,10,857,Loyalty,8570
2025-04-03,S101,Electronics,Smart Watch,22,603,Loyalty,13266
2025-04-04,S105,Electronics,Mouse,22,234,Regular,5148
2025-04-04,S103,Clothing,Jacket,9,385,Regular,3465
2025-04-04,S102,Clothing,T-Shirt,12,1497,Loyalty,17964
2025-04-04,S102,Clothing,T-Shirt,2,1761,Regular,3522
2025-04-04,S102,Grocery,Eggs,1,1508,Regular,1508
2025-04-04,S102,Clothing,Jacket,14,3315,Loyalty,46410
2025-04-04,S105,Grocery,Eggs,20,2222,Loyalty,44440
2025-04-04,S105,Electronics,Mouse,18,1801,Regular,32418
2025-04-04,S102,Clothing,Hoodie,12,1223,Regular,14676
2025-04-04,S105,Clothing,Hoodie,4,3143,Regular,12572
2025-04-04,S105,Grocery,Eggs,4,489,Loyalty,1956
2025-04-04,S104,Electronics,Headphones,20,3651,Regular,73020
2025-04-05,S105,Grocery,Bread,16,2796,Loyalty,44736
2025-04-05,S103,Electronics,Smart Watch,14,3864,Loyalty,54096
2025-04-05,S104,Clothing,Jeans,16,1410,Loyalty,22560
2025-04-05,S105,Grocery,Milk,7,3679,Regular,25753
2025-04-05,S101,Grocery,Eggs,9,1383,Loyalty,12447
2025-04-05,S105,Clothing,T-Shirt,20,2952,Regular,59040
2025-04-05,S103,Grocery,Milk,1,1318,Loyalty,1318
2025-04-05,S104,Grocery,Rice,19,1183,Regular,22477
2025-04-05,S105,Clothing,Jacket,20,2388,Loyalty,47760
2025-04-05,S101,Electronics,Headphones,22,2035,Loyalty,44770
2025-04-05,S103,Electronics,Smart Watch,8,1320,Loyalty,10560
2025-04-05,S103,Grocery,Eggs,7,615,Regular,4305
2025-04-06,S102,Grocery,Rice,16,2708,Regular,43328
2025-04-06,S101,Clothing,Jacket,21,3232,Loyalty,67872
2025-04-06,S105,Electronics,Mouse,20,3447,Regular,68940
2025-04-06,S103,Electronics,Smart Watch,1,2228,Regular,2228
2025-04-06,S103,Grocery,Rice,12,3325,Regular,39900
2025-04-06,S101,Electronics,Smart Watch,7,1845,Loyalty,12915
2025-04-06,S103,Clothing,Jacket,13,220,Loyalty,2860
2025-04-06,S101,Electronics,Smart Watch,22,1549,Regular,34078
2025-04-06,S105,Grocery,Rice,22,1116,Loyalty,24552
2025-04-06,S103,Clothing,Jeans,23,348,Loyalty,8004
2025-04-06,S103,Electronics,Smart Watch,16,1624,Loyalty,25984
2025-04-06,S103,Grocery,Bread,10,460,Loyalty,4600
2025-04-07,S103,Clothing,Jeans,19,1521,Regular,28899
2025-04-07,S101,Clothing,Hoodie,10,1293,Loyalty,12930
2025-04-07,S103,Grocery,Eggs,20,2016,Regular,40320
2025-04-07,S105,Grocery,Bread,4,1994,Regular,7976
2025-04-07,S104,Clothing,Jeans,11,3684,Loyalty,40524
2025-04-07,S105,Electronics,Mouse,24,769,Loyalty,18456
2025-04-07,S105,Electronics,Headphones,22,3687,Loyalty,81114
2025-04-07,S103,Clothing,Hoodie,17,2104,Regular,35768
2025-04-07,S104,Clothing,Jacket,22,2074,Loyalty,45628
2025-04-07,S102,Electronics,Keyboard,11,2464,Loyalty,27104
2025-04-07,S105,Clothing,T-Shirt,19,2962,Regular,56278
2025-04-07,S103,Clothing,Jeans,17,3060,Regular,52020
2025-04-08,S104,Clothing,Jeans,13,2176,Regular,28288
2025-04-08,S102,Electronics,Keyboard,15,3302,Regular,49530
2025-04-08,S102,Clothing,Hoodie,6,3441,Loyalty,20646
2025-04-08,S101,Electronics,Mouse,18,3106,Loyalty,55908
2025-04-08,S101,Clothing,Jeans,7,1569,Loyalty,10983
2025-04-08,S103,Clothing,Jeans,20,722,Loyalty,14440
2025-04-08,S102,Electronics,Smart Watch,4,962,Regular,3848
2025-04-08,S102,Grocery,Milk,4,3634,Loyalty,14536
2025-04-08,S101,Clothing,Jeans,3,3641,Loyalty,10923
2025-04-08,S102,Grocery,Eggs,20,1708,Loyalty,34160
2025-04-08,S101,Grocery,Eggs,18,1229,Regular,22122
2025-04-08,S103,Electronics,Smart Watch,15,3884,Loyalty,58260
2025-04-09,S105,Grocery,Eggs,17,3672,Regular,62424
2025-04-09,S101,Clothing,Jeans,4,2639,Regular,10556
2025-04-09,S102,Clothing,Jacket,12,2365,Regular,28380
2025-04-09,S105,Clothing,Jeans,7,2350,Loyalty,16450
2025-04-09,S102,Grocery,Milk,23,1163,Loyalty,26749
2025-04-09,S104,Clothing,Jeans,8,3785,Regular,30280
2025-04-09,S102,Grocery,Rice,5,1615,Loyalty,8075
2025-04-09,S102,Clothing,T-Shirt,5,1597,Regular,7985
2025-04-09,S101,Clothing,Jacket,22,454,Regular,9988
2025-04-09,S101,Grocery,Rice,11,1775,Loyalty,19525
2025-04-09,S104,Grocery,Milk,7,221,Regular,1547
2025-04-09,S103,Clothing,Jacket,18,1821,Regular,32778
2025-04-10,S101,Electronics,Mouse,12,3728,Regular,44736
2025-04-10,S103,Grocery,Eggs,18,3317,Loyalty,59706
2025-04-10,S102,Clothing,T-Shirt,12,432,Regular,5184
2025-04-10,S101,Clothing,T-Shirt,21,1640,Loyalty,34440
2025-04-10,S104,Grocery,Milk,19,1704,Loyalty,32376
2025-04-10,S105,Electronics,Mouse,22,2513,Loyalty,55286
2025-04-10,S102,Grocery,Rice,21,529,Loyalty,11109
2025-04-10,S102,Clothing,Jacket,15,974,Loyalty,14610
2025-04-10,S103,Grocery,Bread,10,2445,Loyalty,24450
2025-04-10,S104,Grocery,Bread,15,3415,Loyalty,51225
2025-04-10,S103,Electronics,Keyboard,8,2617,Loyalty,20936
2025-04-10,S104,Clothing,Hoodie,19,646,Loyalty,12274
2025-04-11,S105,Electronics,Smart Watch,3,3617,Loyalty,10851
2025-04-11,S105,Clothing,T-Shirt,7,2112,Loyalty,14784
2025-04-11,S101,Clothing,Jeans,22,3529,Loyalty,77638
2025-04-11,S101,Electronics,Smart Watch,10,1564,Regular,15640
2025-04-11,S101,Clothing,Hoodie,18,2109,Loyalty,37962
2025-04-11,S102,Electronics,Smart Watch,14,1441,Regular,20174
2025-04-11,S101,Electronics,Smart Watch,23,2268,Regular,52164
2025-04-11,S103,Grocery,Rice,18,3311,Loyalty,59598
2025-04-11,S104,Grocery,Milk,18,3436,Regular,61848
2025-04-11,S104,Grocery,Rice,19,1129,Loyalty,21451
2025-04-11,S104,Grocery,Rice,1,3189,Regular,3189
2025-04-11,S103,Electronics,Mouse,8,1591,Regular,12728
2025-04-12,S105,Grocery,Milk,13,3830,Loyalty,49790
2025-04-12,S102,Clothing,Jeans,2,2088,Loyalty,4176
2025-04-12,S104,Clothing,Jacket,15,3070,Regular,46050
2025-04-12,S103,Grocery,Rice,19,84,Loyalty,1596
2025-04-12,S105,Electronics,Mouse,12,1801,Loyalty,21612
2025-04-12,S103,Electronics,Keyboard,23,2823,Loyalty,64929
2025-04-12,S102,Clothing,Jacket,12,488,Regular,5856
2025-04-12,S103,Grocery,Rice,20,2350,Regular,47000
2025-04-12,S102,Electronics,Headphones,3,1683,Loyalty,5049
2025-04-12,S105,Grocery,Eggs,23,1069,Regular,24587
2025-04-12,S104,Clothing,Hoodie,16,468,Regular,7488
2025-04-12,S104,Electronics,Mouse,23,2311,Loyalty,53153
2025-04-13,S105,Clothing,Hoodie,9,2162,Regular,19458
2025-04-13,S103,Grocery,Bread,11,968,Regular,10648
2025-04-13,S103,Clothing,T-Shirt,18,1928,Loyalty,34704
2025-04-13,S101,Electronics,Headphones,7,968,Loyalty,6776
2025-04-13,S102,Electronics,Smart Watch,24,1376,Regular,33024
2025-04-13,S102,Grocery,Milk,16,2437,Loyalty,38992
2025-04-13,S101,Clothing,Jacket,21,2206,Loyalty,46326
2025-04-13,S102,Grocery,Rice,8,2209,Loyalty,17672
2025-04-13,S104,Electronics,Headphones,5,3879,Loyalty,19395
2025-04-13,S101,Electronics,Smart Watch,2,1610,Regular,3220
2025-04-13,S103,Clothing,T-Shirt,6,951,Loyalty,5706
2025-04-13,S102,Grocery,Milk,8,820,Loyalty,6560
2025-04-14,S101,Electronics,Keyboard,24,1604,Regular,38496
2025-04-14,S105,Electronics,Smart Watch,24,1822,Loyalty,43728
2025-04-14,S104,Clothing,T-Shirt,13,557,Regular,7241
2025-04-14,S101,Grocery,Milk,16,1811,Loyalty,28976
2025-04-14,S103,Grocery,Bread,16,3303,Loyalty,52848
2025-04-14,S102,Electronics,Headphones,19,530,Regular,10070
2025-04-14,S102,Grocery,Milk,13,3767,Loyalty,48971
2025-04-14,S101,Clothing,Jeans,16,1564,Loyalty,25024
2025-04-14,S102,Grocery,Milk,20,323,Regular,6460
2025-04-14,S104,Electronics,Headphones,8,3642,Loyalty,29136
2025-04-14,S104,Electronics,Mouse,17,321,Loyalty,5457
2025-04-14,S104,Grocery,Rice,5,2344,Loyalty,11720
2025-04-15,S102,Grocery,Milk,13,2869,Regular,37297
2025-04-15,S105,Electronics,Mouse,9,1081,Loyalty,9729
2025-04-15,S101,Grocery,Milk,21,2364,Loyalty,49644
2025-04-15,S102,Electronics,Headphones,13,1237,Regular,16081
2025-04-15,S105,Electronics,Smart Watch,10,3629,Regular,36290
2025-04-15,S102,Electronics,Smart Watch,22,3945,Regular,86790
2025-04-15,S105,Grocery,Bread,23,3790,Regular,87170
2025-04-15,S105,Clothing,Jacket,23,784,Loyalty,18032
2025-04-15,S104,Grocery,Milk,12,3304,Loyalty,39648
2025-04-15,S101,Electronics,Mouse,13,1707,Loyalty,22191
2025-04-15,S103,Clothing,Jacket,3,643,Loyalty,1929
2025-04-15,S105,Clothing,Hoodie,19,1799,Loyalty,34181
2025-04-16,S101,Grocery,Milk,4,3136,Loyalty,12544
2025-04-16,S101,Grocery,Bread,19,2967,Regular,56373
2025-04-16,S103,Grocery,Milk,17,1217,Loyalty,20689
2025-04-16,S103,Clothing,Hoodie,8,3843,Regular,30744
2025-04-16,S101,Grocery,Milk,13,1022,Loyalty,13286
2025-04-16,S102,Grocery,Milk,4,567,Regular,2268
2025-04-16,S105,Clothing,Jacket,23,1922,Regular,44206
